"status","judul","pembuat_koleksi","tipe_koleksi","id","user_created","date_created","user_updated","date_updated","lembaga_penanggungjawab","lokasi_koleksi","keterangan_koleksi","keywords","tanggal_dibuat","tanggal_publikasi","thumbnail.id"
"published","Vcd Lens Cleaner Dan Vcd Cleaning Fludi",,,"9CAE55FF-2025-4725-A501-979078F4B2D8","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T07:35:05.406Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-10-04T04:12:33.446Z","Pusat Pengelolaan Pengetahuan UNPAD","Gedung Grha Kandaga Lt 1 R. Memorabilia","<p><span style=""font-family: 'times new roman', times, serif;"">Vcd Lens Cleaner Dan Vcd Cleaning Fludi</span></p>
<p class=""MsoNormal"" style=""line-height: normal; mso-pagination: none; border: none; mso-padding-alt: 31.0pt 31.0pt 31.0pt 31.0pt; mso-border-shadow: yes;""><span style=""font-family: 'times new roman', times, serif;"">Bahan : Plastik dan Logam</span></p>
<p class=""MsoNormal"" style=""line-height: normal; mso-pagination: none; border: none; mso-padding-alt: 31.0pt 31.0pt 31.0pt 31.0pt; mso-border-shadow: yes;""><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang&nbsp;Vcd Cleaning Fluid 9 cm dan Lebar Vcd Cleaning Fluid 2 cm</span></p>
<p class=""MsoNormal"" style=""line-height: normal; mso-pagination: none; border: none; mso-padding-alt: 31.0pt 31.0pt 31.0pt 31.0pt; mso-border-shadow: yes;""><span style=""font-family: 'times new roman', times, serif;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Lebar lingkaran Vcd Lens Cleaner 11 cm</span></p>
<p class=""MsoNormal"" style=""line-height: normal; mso-pagination: none; border: none; mso-padding-alt: 31.0pt 31.0pt 31.0pt 31.0pt; mso-border-shadow: yes;""><span style=""font-family: 'times new roman', times, serif;"">Tahun : -</span></p>
<p class=""MsoNormal"" style=""line-height: normal; mso-pagination: none; border: none; mso-padding-alt: 31.0pt 31.0pt 31.0pt 31.0pt; mso-border-shadow: yes;""><span style=""font-family: 'times new roman', times, serif;"">&nbsp;</span></p>
<p class=""MsoNormal"" style=""line-height: normal; mso-pagination: none; border: none; mso-padding-alt: 31.0pt 31.0pt 31.0pt 31.0pt; mso-border-shadow: yes;"">&nbsp;</p>","[""vcd""]",,"2024-04-24","23C57A80-3B7C-4210-A634-7786543F1A95"
"published","Disertasi Evaluasi Nilai Gizi Tepung Ikan Melalui Pertumbuhan Pada Broiler dan Produksi Telur Pada Leghorn Putih","R. Muchidin Apandi",,"02A5E474-5541-4BED-8A03-9F97889A17D2","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T03:48:24.496Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-10T03:25:39.883Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Disertasi Evaluasi Nilai Gizi Tepung Ikan Melalui Pertumbuhan Pada Broiler dan Produksi Telur Pada Leghorn Putih <span style=""font-size: 11pt; line-height: 115%;"">Oleh R. Muchidin Apandi </span></span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang : 28,5 cm dan Lebar 21,5 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : 1973</span></p>","[""disertasi"",""gizi""]","1973-05-19","2024-04-24","626DD125-E7E1-4210-B91F-19FAAC0452A6"
"published","Buku Sejarah Universitas Padjadjaran (1957-2016)","Prof Dr. Nina Herlina, M.S","Koleksi Sejarah","AE219052-B8B9-4747-BDFA-A07606532D43","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-23T07:37:56.190Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-10-04T04:12:39.606Z","Pusat Pengelolaan Pengetahuan UNPAD","Gedung Grha Kandaga Lt 1 R. Memorabilia","<p><span style=""font-family: 'times new roman', times, serif;"">Buku Sejarah Universitas Padjadjaran (1957-2016)</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 25 cm dan Lebar 18 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : 2017</span></p>","[""buku"",""sejarah"",""univeristas padjadjaran""]",,"2024-04-23","3D90F66E-B457-4402-86EA-CCAE4A81F6A9"
"published","Biografi","Prof. Dr. Nina Herlina, M.S.",,"EAFD0024-7127-45F8-BCE4-A19A338A3F42","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T01:30:56.710Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-10T03:37:14.236Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Biografi Rektor-Rektor Universitas Padjadjaran</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 25 cm dan Lebar 17,5 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : 2019</span></p>","[""biografi"",""rektor""]",,"2024-04-24","9D71C8B5-319F-47DB-A73F-6AD18E9BB7E6"
"published","Foto Lukisan- lukisan dan Patung-patung koleksi Presiden Sukarno dari Republik Indonesia edisi V",,"Koleksi Seni","909A2E8A-9A10-4D24-BD7E-A4F3B0BDEA58","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-23T07:33:51.686Z","09B23E6C-1F49-4392-B0C4-090E2051FF57","2024-09-19T06:15:53.773Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Foto Lukisan- lukisan dan Patung-patung koleksi Presiden Sukarno dari Republik Indonesia edisi V</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Papper</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : panjang 38,5 cm dan lebar 31 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : 1964&nbsp;</span></p>","[""lukisan"",""patung"",""sukarno""]",,"2024-04-23","149E5A7C-B515-49D1-B201-BDF59254AED2"
"published","Book Guide Lomba Best Practice Teater Pengetahuan Unpad – Perpusnas RI","Tim Lomba Best Practice Pusat Pengelolaan Pengetahuan UNPAD",,"19E74F3C-75DB-43DA-97E4-AD038147B3DA","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T07:43:52.086Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-10-11T06:34:25.816Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Book Guide Lomba Best Practice Teater Pengetahuan Unpad &ndash; Perpusnas RI</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Buku guide ini dibuat pada saat akan melaksanakan lomba Best Practice di Perpustakaan Nasional RI yang&nbsp;berisi materi-materi yang akan dipersentasikan pada saat final lomba&nbsp;</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas Art Print</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 14 cm dan Lebar 20 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun 2023</span></p>","[""buku"",""lomba"",""teater pengetahuan""]","2023-09-12","2024-04-24","352124BF-0893-43CC-9F69-549B1EBA618D"
"published","Buku 60 Hari Lancar Membaca","Arya Ajisaka","Buku","74448303-F228-4380-810B-B081C8D8646E","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-11-13T08:20:00.573Z",,,"Pusat Pengelolaan Pengetahuan UNPAD","Pusat Pengelolaan Pengetahuan UNPAD","<p><span style=""font-family: 'times new roman', times, serif;""><strong id=""docs-internal-guid-105acf70-7fff-7182-9453-035923b1e690"">Buku 60 Hari Lancar Membaca</strong></span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Panjang : 27 cm</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Lebar : 20,5 cm</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas&nbsp;</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Tahun 2018</span></p>
<p>&nbsp;</p>","[""buku"",""literasi""]","2018-11-28","2024-11-13","B56E0ED8-91E3-4CF9-B5A8-42DD03EA1826"
"published","Skripsi Respons Masyarakat Desa Terhadap Modernisasi Produksi Pertanian, Terutama Padi , suatu kasus yang terjadi di Jawa Barat","Herman Soewardi",,"CEC63B28-30E0-4B2D-B985-B1214D695532","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-23T07:36:10.443Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-09T07:25:59.266Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-size: 11pt; line-height: 115%; font-family: 'times new roman', times, serif;"">Skripsi Respons Masyarakat Desa Terhadap Modernisasi Produksi Pertanian, Terutama Padi , suatu kasus yang terjadi di Jawa Barat oleh Herman Soewardi </span></p>
<p><span style=""font-size: 11pt; line-height: 115%; font-family: 'times new roman', times, serif;"">Bahan : Kertas</span></p>
<p><span style=""font-size: 11pt; line-height: 115%; font-family: 'times new roman', times, serif;"">Ukuran : panjang 29,5 cm dan Lebar 21,5 cm</span></p>
<p><span style=""font-size: 11pt; line-height: 115%; font-family: 'times new roman', times, serif;"">Tahun :1972</span></p>
<p>&nbsp;</p>","[""skrpsi""]",,"2024-04-23","0499E008-1C49-43D6-9D0D-9515A13570CF"
"published","Bionatura: Jurnal Ilmu-ilmu Hayati dan Fisik Padjadjaran","Bionatura",,"04131EF0-BFA7-4AAF-A15A-B58A64EA0F3E","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-23T07:45:30.853Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-09T07:27:20.343Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Bionatura: Jurnal Ilmu-ilmu Hayati dan Fisik Padjadjaran</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dengan judul-judul :</span></p>
<ul>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;"">Conflict Between Agricultural Development and Biological Diversity (<em>Karyono</em>)</span></li>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;"">Aktivitas Antidiabetes Ekstrak Akar Achras zapota Linn, Pada Tikus (<em>Ahmad Muhtadi, Sri Adi Sumiwi dan Keri Lestari</em>)</span></li>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;"">Pengaruh Takaran Molase Terhadap perkembangan Azotobacter Indigenus Podsolik Merah Kuning Asal Subang Pada Media Gambut (<em>Poniah Andayaningsih</em>)</span></li>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;"">Pengaruh Padat Penebaran Terhadap Kelangsungan Hidup dan Pertumbuhan Benih Ikan Nila (<em>oreochromis sp.</em>) Pada Budi Daya Sistem Minapadi (<em>Iskndar, Henhen Suherman dan Rosidah</em>)</span></li>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;"">Pengaruh Kepekatan Larutan Molase dan Konsentrasi Amonium Sulfat Pada Pembentukan Nata de Molase (<em>Debby Sumanti, Marleen Herudiyanto dan&nbsp;</em><em>Tita Rialita</em>)</span></li>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;""><em>Adaptasi Alat Tes Assertiveness Inventori (iEfi Fitriana, Sunggoro Trirahardjo dan A. Gimmy Pratama</em>)</span></li>
</ul>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 24,5 cm dan lenar 18 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : 2000</span></p>","[""jurnal"",""bionatura"",""ilmu hayati""]","2000-09-02","2024-04-23","4163CE11-AB2E-4B0E-BAEF-AE461D7C2BB5"
"published","Tabung Penyimpanan Ijazah","Universitas Padjadjaran","Koleksi Sejarah","3740013A-61B1-45F8-91F8-B9EF0038A4B1","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-23T03:06:25.500Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-09T07:28:29.786Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Tabung Penyimpanan Ijazah</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan :</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran :</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun :</span></p>","[""tabung"",""ijazah""]",,"2024-04-23","026BE26F-E506-4BBF-A3E3-6D3ED1B9F2EB"
"published","Fuji Film Roll",,"Koleksi Seni","4E067864-433F-47D6-9436-BA70D586FF63","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T07:28:24.936Z","09B23E6C-1F49-4392-B0C4-090E2051FF57","2024-09-19T06:15:58.686Z","Pusat Pengelolaan Pengetahuan UNPAD ",,"<p><span style=""font-family: 'times new roman', times, serif;"">Fuji Film Roll (Fuji chrome 200)</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan :&nbsp;magnetis barium ferit &amp; papper glossi</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 4 cm dan Lebar lingkaran 2 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : -</span></p>","[""fuji film""]",,"2024-04-24","6160BF46-BEC3-41B5-9D66-7B05D86B0321"
"published","Universitas Padjadjaran Bandung: Pedoman Penyelenggaraan Pendidikan S1 1983-1984",,,"3B8567ED-7203-4C43-B8EC-BACA4E4DD621","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T03:18:26.813Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-09T07:33:29.913Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Universitas Padjadjaran Bandung: Pedoman Penyelenggaraan Pendidikan S1 1983-1984</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 21 cm dan Lebar 14 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : 1983</span></p>","[""pedoman"",""unpad""]",,"2024-04-24","999C811E-6C6B-4970-ADB9-4DB13D55F21D"
"published","Pedoman Umum Penyelenggaraan Pendidikan Di Universitas Padjadjaran Tahun Akademik 1994/1995",,,"BD4A29CB-C95B-4DEA-8FB7-BC591FD87388","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T03:52:45.980Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-10-11T06:35:08.183Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Buku Pedoman Umum Penyelenggaraan Pendidikan Di Universitas Padjadjaran Tahun Akademik 1994/1995</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 20,8 cm dan Lebar 14 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : 1994</span></p>","[""pedoman"",""pendidikan"",""unpad""]",,"2024-04-24","A77DCB77-0225-44E0-90DA-8F299877DE8D"
"published","Surat Undangan Sidang","Universitas Padjadjaran","Koleksi Sejarah","7DD786F2-37F8-442F-8180-BED900D9409B","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-23T03:33:38.383Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-10T03:24:41.710Z","Pusat Pengelolaan Pengelolaan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Surat Undangan Sidang Pra Promosi untuk Prof. Dr. H. Gumawan Sutari</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 30,8 cm dan Lebar 20,8 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : 1980</span></p>","[""surat"",""undangan"",""sidang""]","1980-11-25","2024-04-23","01FB18B9-A320-4684-B4D8-0CB152F0B850"
"published","Berkas Informasi Mahasiswa dalam Bimbingan Akademik Program SI (KRS)","Universitas Padjadjaran","Koleksi Sejarah","F13A6607-4E8D-4AA3-85B4-BFCD2B9F40ED","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-11-12T07:20:58.520Z",,,"Pusat Pengelolaan Pengetahuan UNPAD","Pusat Pengelolaan Pengetahuan UNPAD","<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Berkas Informasi Mahasiswa dalam Bimbingan Akademik Program SI (KRS)</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Panjang : 20 cm</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Lebar : 14,3 cm</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas&nbsp;</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Tahun : 1991/1994/1995/1996</span></p>
<p>&nbsp;</p>","[""mahasiswa"",""krs"",""unpad""]","1994-08-01","2024-11-12","D96C316C-33C7-46AF-97A3-D0996E1368A9"
"published","Kaset Wisuda Lulusan Unpad Gelombang II Tahun Akademik 2007/2008","Universitas Padjadjaran","Koleksi Fotografi","340D7544-1047-4562-955A-C2E85B92B81F","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T07:14:23.026Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-09T07:38:20.603Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-size: 11pt; line-height: 115%; font-family: 'times new roman', times, serif;"">Kaset Wisuda Lulusan Unpad Gelombang II Tahun Akademik 2007/2008, Tanggal 27,28, dan 29 Februari 2008</span></p>
<p><span style=""font-size: 11pt; line-height: 115%; font-family: 'times new roman', times, serif;"">Bahan : Logam/plastik</span></p>
<p><span style=""font-size: 11pt; line-height: 115%; font-family: 'times new roman', times, serif;"">Ukuran : Panjang 13 cm dan Lebar 12,5 cm</span></p>
<p><span style=""font-size: 11pt; line-height: 115%; font-family: 'times new roman', times, serif;"">Tahun : 2008</span></p>
<p>&nbsp;</p>","[""kaset"",""wisuda"",""unpad""]","2008-02-27","2024-04-24","FB4159A9-23EB-4936-AC96-C60707DAD2E9"
"published","Mug UPT Perpustakaan Universitas Padjadjaran","UPT Perpustakaan UNPAD","Koleksi Seni","6740F6A1-6CDA-410E-B632-C56DC5433C89","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-27T07:06:05.346Z",,,"Pusat Pengelolaan Pengetahuan UNPAD","Pusat Pengelolaan Pengetahuan UNPAD","<p>Mug UPT Perpustakaan Universitas Padjadjaran</p>
<p>Bahan : keramik</p>
<p>Ukuran :&nbsp;Tinggi 9,5 cm dan&nbsp;Lebar Lingkaran 7,8 cm</p>
<p>Tahun : 2015</p>
<p>&nbsp;</p>","[""mug"",""perpustakaan""]",,"2024-09-27","42F0DEEB-7158-4814-BA8F-CD8F954BE348"
"draft","Kartu Tanda Mahasiswa","Universitas Padjadjaran",,"043F1A73-93A3-4277-B56D-C6F241012F05","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T07:26:18.003Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-10T03:26:02.086Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p>Kartu Tanda Mahasiswa Universitas Padjadjaran, Milik :</p>
<ul>
<li>Trisatya</li>
<li>Karindra Nadya S</li>
</ul>","[""unpad"",""KTM""]",,"2024-04-24","AD0BACF8-BDE0-4B8A-B41C-F6663C04A797"
"draft","Lemari Katalog","Perpustakaan Univeristas Padjadjaran",,"788527F0-F576-464E-8994-CCEFCDB04ACB","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-06-28T01:57:09.986Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-10T03:26:24.236Z","Universitas padjadjaran",,,"[""lemari"",""katalog""]",,"2024-06-28","0BC087F2-5C13-4E69-BDDE-825E4D691E1A"
